# Numbers extracted using tools/atomic_weights.ipynb from https://www.ciaaw.org/atomic-masses.htm
Isotope,Atomic Mass [Da],Uncertainty [Da]
30Na,30.009097931,0.000005074
30Ne,30.024992235,0.000271875
30P,29.97831349,0.000000069
30S,29.98490677,0.000000221
30Si,29.973770137,0.000000023
31Al,30.983949754,0.000002400
31Ar,31.012158,0.000215
31Cl,30.992448097,0.000003700
31F,31.061023,0.000574
31K,31.03678,0.000322
31Mg,30.996648232,0.000003300
31Na,31.013146654,0.000015000
31Ne,31.033474816,0.000285772
31P,30.97376199768,0.00000000080
31S,30.979557002,0.000000246
31Si,30.975363196,0.000000046
32Al,31.988084338,0.000007700
32Ar,31.997637824,0.000001900
32Cl,31.985684605,0.000000603
32K,32.023607,0.000429
32Mg,31.999110138,0.000003500
32Na,32.020011024,0.000040000
32Ne,32.03972,0.000540
32P,31.973907643,0.000000042
32S,31.97207117354,0.00000000141
32Si,31.974151538,0.000000320
33Al,32.990877685,0.000007500
33Ar,32.989925545,0.000000430
33Ca,33.033312,0.000429
33Cl,32.977451988,0.000000419
33K,33.008095,0.000215
33Mg,33.005327862,0.000002859
33Na,33.025529,0.000483000
33Ne,33.049523,0.000644
33P,32.971725692,0.000001170
33S,32.97145890862,0.00000000144
33Si,32.977976964,0.000000750
34Al,33.996781924,0.000002259
34Ar,33.980270092,0.000000083
34Ca,34.015985,0.000322
34Cl,33.97376249,0.000000052
34K,33.99869,0.000210
34Mg,34.008935455,0.000007400
34Na,34.03401,0.000643500
34Ne,34.056728,0.000551
34P,33.973645886,0.000000870
34S,33.967867011,0.000000047
34Si,33.978538045,0.000000860
35Al,34.999759816,0.000007900
35Ar,34.975257719,0.000000730
35Ca,35.005572,0.000215
35Cl,34.968852694,0.000000038
35K,34.988005406,0.000000550
35Mg,35.01679,0.000289500
35Na,35.040614,0.000720
35P,34.973314045,0.000002003
35S,34.969032321,0.000000043
35Sc,35.029093,0.000429
35Si,34.984550111,0.000038494
36Al,36.006388,0.000160500
36Ar,35.967545106,0.000000028
36Ca,35.993074388,0.000042941
36Cl,35.968306822,0.000000038
36K,35.981301887,0.000000349
36Mg,36.021879,0.000741000
36Na,36.049279,0.000737
36P,35.97825961,0.000014078
36S,35.967080692,0.000000201
36Sc,36.017338,0.000322
36Si,35.986649271,0.000077077
37Al,37.010531,0.000193500
37Ar,36.966776301,0.000000221
37Ca,36.985897849,0.000000680
37Cl,36.965902573,0.000000055
37K,36.97337589,0.000000100
37Mg,37.030286265,0.000750350
37Na,37.057042,0.000737
37P,36.979606942,0.000040738
37S,36.9711255,0.000000212
37Sc,37.004058,0.000322
37Si,36.992945191,0.000122179
37Ti,37.027021,0.000429
38Al,38.017681,0.000161
38Ar,37.962732102,0.000000209
38Ca,37.976319223,0.000000208
38Cl,37.968010408,0.000000105
38K,37.969081114,0.000000209
38Mg,38.03658,0.000540
38Na,38.066458,0.000768
38P,37.984303105,0.000077918
38S,37.9711633,0.000007699
38Sc,37.995438,0.000215
38Si,37.995523,0.000112500
38Ti,38.012206,0.000322
39Al,39.02307,0.000322
39Ar,38.964313037,0.000005367
39Ca,38.970710811,0.000000640
39Cl,38.968008151,0.000001859
39K,38.96370648482,0.00000000489
39Mg,39.045921,0.000551
39Na,39.075123,0.000797
39P,38.986285865,0.000120929
39S,38.97513385,0.000053677
39Sc,38.984784953,0.000025765
39Si,39.002491,0.000145500
39Ti,39.002684,0.000215
39V,39.02423,0.000429
3H,3.01604928132,0.00000000008
3He,3.01602932197,0.00000000006
3Li,3.030775,0.002147
40Al,40.03094,0.000322
40Ar,39.96238312204,0.00000000234
40Ca,39.96259085,0.000000022
40Cl,39.970415466,0.000034423
40K,39.963998165,0.000000060
40Mg,40.053194,0.000537
40P,39.991262221,0.000089755
40S,39.975482561,0.000004274
40Sc,39.977967275,0.000003036
40Si,40.006083641,0.000130962
40Ti,39.990345146,0.000073262
40V,40.013387,0.000322
41Al,41.037134,0.000429
41Ar,40.96450057,0.000000372
41Ca,40.962277905,0.000000147
41Cl,40.970684525,0.000073777
41Cr,41.021911,0.000429
41K,40.96182525611,0.00000000403
41Mg,41.062373,0.000537
41P,40.994654,0.000129000
41S,40.979593451,0.000004400
41Sc,40.969251163,0.000000083
41Si,41.014171,0.000322
41Ti,40.983148,0.000030000
41V,41.000333,0.000215
42Al,42.045078,0.000537
42Ar,41.963045737,0.000006200
42Ca,41.95861778,0.000000159
42Cl,41.973342,0.000064000
42Cr,42.007579,0.000322
42K,41.962402305,0.000000113
42P,42.00117214,0.000101996
42S,41.9810651,0.000003000
42Sc,41.965516686,0.000000165
42Si,42.018078,0.000322
42Ti,41.973049369,0.000000289
42V,41.99182,0.000210
43Al,43.05182,0.000644
43Ar,42.965636056,0.000005700
43Ca,42.958766381,0.000000244
43Cl,42.9740637,0.000066407
43Cr,42.997885,0.000215
43K,42.960734701,0.000000440
43Mn,43.018647,0.000429
43P,43.005411,0.000322
43S,42.986907635,0.000005335
43Sc,42.961150425,0.000001999
43Si,43.026119,0.000429
43Ti,42.96852842,0.000006139
43V,42.980766,0.000046000
44Ar,43.964923814,0.000001700
44Ca,43.955481489,0.000000348
44Cl,43.978014918,0.000091859
44Cr,43.985591,0.000055000
44K,43.961586984,0.000000450
44Mn,44.008009,0.000322
44P,44.011927,0.000429
44S,43.990118846,0.000005600
44Sc,43.959402818,0.000001884
44Si,44.031466,0.000537
44Ti,43.959689936,0.000000751
44V,43.974440977,0.000007799
45Ar,44.968039731,0.000000550
45Ca,44.95618627,0.000000392
45Cl,44.980394353,0.000146177
45Cr,44.97905,0.000038000
45Fe,45.015467,0.000304
45K,44.960691491,0.000000560
45Mn,44.994654,0.000322
45P,45.017134,0.000537
45S,44.996414,0.000322
45Sc,44.955907051,0.000000712
45Si,45.039818,0.000644
45Ti,44.958120758,0.000000897
45V,44.965768498,0.000000926
46Ar,45.968039244,0.000002500
46Ca,45.953687726,0.000002398
46Cl,45.985254926,0.000104400
46Cr,45.968360969,0.000012295
46Fe,46.001299,0.000322
46K,45.961981584,0.000000780
46Mn,45.986669,0.000093000
46P,46.02452,0.000537
46S,46.000687,0.000429
46Sc,45.955167034,0.000000720
46Ti,45.952626356,0.000000097
46V,45.960197389,0.000000143
47Ar,46.972767112,0.000001300
47Ca,46.954541134,0.000002384
47Cl,46.989715,0.000215
47Co,47.011401,0.000644
47Cr,46.962894995,0.000005578
47Fe,46.992346,0.000537
47K,46.961661612,0.000001500
47Mn,46.975774,0.000034000
47P,47.030929,0.000644
47S,47.00773,0.000429
47Sc,46.952402444,0.000002072
47Ti,46.951757491,0.000000085
47V,46.954903558,0.000000118
48Ar,47.976001,0.000018000
48Ca,47.952522654,0.000000018
48Cl,47.995405,0.000537
48Co,48.001857,0.000537
48Cr,47.954029431,0.000007848
48Fe,47.980667,0.000099000
48K,47.965341184,0.000000830
48Mn,47.96854876,0.000007191
48Ni,48.019515,0.000455
48S,48.013301,0.000537
48Sc,47.952222903,0.000005313
48Ti,47.947940677,0.000000079
48V,47.9522509,0.000001043
49Ar,48.981685,0.000429
49Ca,48.955662625,0.000000190
49Cl,49.000794,0.000429
49Co,48.989501,0.000537
49Cr,48.95133372,0.000002363
49Fe,48.973429,0.000026000
49K,48.968210753,0.000000860
49Mn,48.95961335,0.000002377
49Ni,49.009157,0.000644
49S,49.021891,0.000626
49Sc,48.950013159,0.000002434
49Ti,48.947864391,0.000000084
49V,48.948510509,0.000000884
4H,4.026431867,0.000107354
4He,4.00260325413,0.00000000016
4Li,4.027185561,0.000227733
50Ar,49.985797,0.000537
50Ca,49.957499215,0.000001700
50Cl,50.008266,0.000429
50Co,49.981117,0.000135000
50Cr,49.946042209,0.000000100
50Fe,49.962988,0.000009000
50K,49.972380015,0.000008300
50Mn,49.954238157,0.000000123
50Ni,49.996286,0.000537
50Sc,49.952187437,0.000002700
50Ti,49.944785622,0.000000088
50V,49.947156681,0.000000099
51Ar,50.993033,0.000429
51Ca,50.960995663,0.000000560
51Cl,51.015341,0.000751
51Co,50.970647,0.000052000
51Cr,50.944765388,0.000000178
51Fe,50.956855137,0.000001501
51K,50.975828664,0.000014000
51Mn,50.94820877,0.000000326
51Ni,50.987493,0.000537
51Sc,50.953568838,0.000002700
51Ti,50.946609468,0.000000519
51V,50.943957664,0.000000104
52Ar,51.998519,0.000644
52Ca,51.963213646,0.000000720
52Cl,52.024004,0.000751
52Co,51.963130224,0.000005669
52Cr,51.940504714,0.000000120
52Cu,51.997982,0.000644
52Fe,51.948113364,0.000000192
52K,51.981602,0.000036000
52Mn,51.94555909,0.000000138
52Ni,51.975781,0.000089000
52Sc,51.95649617,0.000003300
52Ti,51.946883509,0.000002948
52V,51.944773636,0.000000170
53Ar,53.00729,0.000750
53Ca,52.968451,0.000047000
53Co,52.954203278,0.000001854
53Cr,52.940646304,0.000000124
53Cu,52.985894,0.000537
53Fe,52.945305629,0.000001792
53K,52.9868,0.000120000
53Mn,52.941287497,0.000000371
53Ni,52.96819,0.000027000
53Sc,52.958379173,0.000019000
53Ti,52.949670714,0.000003100
53V,52.94433494,0.000003331
54Ar,54.013484,0.000859
54Ca,53.972989,0.000052000
54Co,53.948459075,0.000000380
54Cr,53.938877359,0.000000142
54Cu,53.977198,0.000429
54Fe,53.939608189,0.000000368
54K,53.994471,0.000429
54Mn,53.940355772,0.000001080
54Ni,53.957833,0.000005000
54Sc,53.963029359,0.000015000
54Ti,53.950892,0.000017000
54V,53.946432009,0.000012001
54Zn,53.993879,0.000232
55Ca,54.979978,0.000172000
55Co,54.941996416,0.000000434
55Cr,54.940836637,0.000000245
55Cu,54.966038,0.000167000
55Fe,54.938291158,0.000000330
55K,55.000505,0.000537
55Mn,54.93804304,0.000000279
55Ni,54.951329846,0.000000757
55Sc,54.966889637,0.000067000
55Ti,54.955091,0.000031000
55V,54.947262,0.000029000
55Zn,54.984681,0.000429
56Ca,55.985496,0.000268000
56Co,55.939838032,0.000000510
56Cr,55.940648977,0.000000620
56Cu,55.958529278,0.000006864
56Fe,55.934935537,0.000000287
56Ga,55.995878,0.000537
56K,56.008567,0.000644
56Mn,55.938902816,0.000000314
56Ni,55.942127761,0.000000428
56Sc,55.972607611,0.000278761
56Ti,55.957677675,0.000107569
56V,55.950420082,0.000188819
56Zn,55.972743,0.000429
57Ca,56.992958,0.000429
57Co,56.936289819,0.000000553
57Cr,56.943612112,0.000002000
57Cu,56.949211686,0.000000537
57Fe,56.93539195,0.000000287
57Ga,56.983457,0.000429
57K,57.015169,0.000644
57Mn,56.938285944,0.000001615
57Ni,56.939791394,0.000000608
57Sc,56.977048,0.000193000
57Ti,56.963068098,0.000221020
57V,56.952297,0.000091000
57Zn,56.965056,0.000215
58Ca,57.998357,0.000537
58Co,57.935751292,0.000001237
58Cr,57.944184501,0.000003200
58Cu,57.944532283,0.000000604
58Fe,57.933273575,0.000000339
58Ga,57.974729,0.000322
58Ge,57.991863,0.000537
58K,58.023543,0.000751
58Mn,57.940066643,0.000002900
58Ni,57.93534165,0.000000374
58Sc,57.983382,0.000204000
58Ti,57.966808519,0.000196823
58V,57.956595985,0.000102862
58Zn,57.954590296,0.000053678
59Ca,59.006237,0.000644
59Co,58.933193524,0.000000426
59Cr,58.948345426,0.000000720
59Cu,58.939496713,0.000000566
59Fe,58.934873492,0.000000354
59Ga,58.963757,0.000183
59Ge,58.982426,0.000429
59K,59.030864,0.000859
59Mn,58.940391111,0.000002500
59Ni,58.934345442,0.000000376
59Sc,58.988374,0.000268000
59Ti,58.972217,0.000322
59V,58.959623343,0.000147505
59Zn,58.949311886,0.000000814
5Be,5.03987,0.002150
5H,5.035311492,0.000096020
5He,5.012057224,0.000021470
5Li,5.0125378,0.000053677
60As,59.993945,0.000429
60Ca,60.011809,0.000751
60Co,59.933815536,0.000000433
60Cr,59.949641656,0.000001200
60Cu,59.937363787,0.000001731
60Fe,59.934070249,0.000003656
60Ga,59.957498,0.000215
60Ge,59.970445,0.000322
60Mn,59.943136574,0.000002500
60Ni,59.930785129,0.000000378
60Sc,59.995115,0.000537
60Ti,59.976275,0.000258000
60V,59.964479215,0.000195327
60Zn,59.941841317,0.000000588
61As,60.981535,0.000322
61Ca,61.020408,0.000859
61Co,60.932476031,0.000000901
61Cr,60.95437813,0.000002000
61Cu,60.933457375,0.000001020
61Fe,60.936746241,0.000002800
61Ga,60.949398861,0.000040787
61Ge,60.963725,0.000322
61Mn,60.944452541,0.000002500
61Ni,60.931054819,0.000000381
61Sc,61.000537,0.000644
61Ti,60.982426,0.000322
61V,60.967603529,0.000252196
61Zn,60.939506964,0.000017068
62As,61.973784,0.000322
62Co,61.934058198,0.000019940
62Cr,61.95614292,0.000003700
62Cu,61.932594803,0.000000683
62Fe,61.936791809,0.000003000
62Ga,61.944189639,0.000000684
62Ge,61.954761,0.000150
62Mn,61.947907384,0.000007023
62Ni,61.928344753,0.000000455
62Sc,62.007848,0.000644
62Ti,61.986903,0.000429
62V,61.972932556,0.000283723
62Zn,61.934333359,0.000000660
63As,62.964036,0.000215
63Co,62.93359963,0.000019941
63Cr,62.961161,0.000078000
63Cu,62.929597119,0.000000457
63Fe,62.940272698,0.000004618
63Ga,62.939294194,0.000001400
63Ge,62.949628,0.000040000
63Mn,62.949664672,0.000004000
63Ni,62.929669021,0.000000457
63Sc,63.014031,0.000751
63Se,62.981911,0.000537
63Ti,62.993709,0.000537
63V,62.976661,0.000365000
63Zn,62.93321114,0.000001674
64As,63.95756,0.000218
64Co,63.935810176,0.000021476
64Cr,63.963886,0.000322000
64Cu,63.929764001,0.000000458
64Fe,63.940987761,0.000005386
64Ga,63.936840366,0.000001533
64Ge,63.941689912,0.000004000
64Mn,63.953849369,0.000003800
64Ni,63.927966228,0.000000497
64Se,63.971165,0.000537
64Ti,63.998411,0.000644
64V,63.98248,0.000429
64Zn,63.929141776,0.000000690
65As,64.949611,0.000091000
65Br,64.982297,0.000537
65Co,64.936462071,0.000002235
65Cr,64.969608,0.000215
65Cu,64.927789476,0.000000690
65Fe,64.945015323,0.000005487
65Ga,64.932734424,0.000000849
65Ge,64.939368136,0.000002323
65Mn,64.956019749,0.000004000
65Ni,64.930084585,0.000000518
65Se,64.964552,0.000322
65Ti,65.005593,0.000751
65V,64.986999,0.000537
65Zn,64.929240534,0.000000693
66As,65.944148778,0.000006100
66Br,65.974697,0.000429
66Co,65.939442943,0.000015000
66Cr,65.973011,0.000322
66Cu,65.928868804,0.000000696
66Fe,65.946249958,0.000004400
66Ga,65.931589766,0.000001172
66Ge,65.933862124,0.000002577
66Mn,65.960546833,0.000012000
66Ni,65.929139333,0.000001500
66Se,65.955276,0.000215
66V,65.993237,0.000537
66Zn,65.926033639,0.000000798
67As,66.93925111,0.000000475
67Br,66.965078,0.000322
67Co,66.940609625,0.000006917
67Cr,66.979313,0.000429
67Cu,66.92772949,0.000000957
67Fe,66.95093,0.000004100
67Ga,66.928202276,0.000001262
67Ge,66.932716999,0.000004636
67Kr,66.983305,0.000455
67Mn,66.96395,0.000215
67Ni,66.931569413,0.000003100
67Se,66.949994,0.000072000
67V,66.998128,0.000644
67Zn,66.927127422,0.000000810
68As,67.936774127,0.000001981
68Br,67.958356,0.000278
68Co,67.944559401,0.000004142
68Cr,67.983156,0.000537
68Cu,67.929610887,0.000001700
68Fe,67.952875,0.000207
68Ga,67.927980161,0.000001535
68Ge,67.928095305,0.000002014
68Kr,67.972489,0.000537
68Mn,67.968953,0.000322
68Ni,67.931868787,0.000003200
68Se,67.941825236,0.000000532
68Zn,67.924844232,0.000000835
69As,68.932246289,0.000034352
69Br,68.95033841,0.000045091
69Co,68.945909,0.000092000
69Cr,68.989662,0.000537
69Cu,68.929429267,0.000001500
69Fe,68.957918,0.000215
69Ga,68.925573528,0.000001285
69Ge,68.927964467,0.000001414
69Kr,68.965496,0.000322
69Mn,68.972775,0.000429
69Ni,68.935610267,0.000004000
69Se,68.939414845,0.000001599
69Zn,68.92655036,0.000000853
6B,6.0508,0.002150
6Be,6.019726409,0.000005848
6H,6.044955437,0.000272816
6He,6.018885889,0.000000057
6Li,6.01512288742,0.00000000155
70As,69.930934642,0.000001500
70Br,69.944792321,0.000016000
70Co,69.9500534,0.000011800
70Cr,69.993945,0.000644
70Cu,69.932392078,0.000001161
70Fe,69.960397,0.000322
70Ga,69.926021914,0.000001289
70Ge,69.924248542,0.000000880
70Kr,69.955877,0.000215
70Mn,69.978046,0.000537
70Ni,69.9364313,0.000002301
70Se,69.933515521,0.000001700
70Zn,69.925319175,0.000002058
71As,70.927113594,0.000004469
71Br,70.939342153,0.000005799
71Co,70.952366923,0.000499230
71Cu,70.932676831,0.000001600
71Fe,70.965722,0.000429
71Ga,70.924702554,0.000000870
71Ge,70.92495212,0.000000874
71Kr,70.950265695,0.000138238
71Mn,70.982158,0.000537
71Ni,70.940518962,0.000002401
71Rb,70.965335,0.000429
71Se,70.932209431,0.000003000
71Zn,70.927719578,0.000002849
72As,71.926752291,0.000004383
72Br,71.936594606,0.000001100
72Co,71.956736,0.000322
72Cu,71.935820306,0.000001500
72Fe,71.968599,0.000537
72Ga,71.926367452,0.000000878
72Ge,71.922075824,0.000000081
72Kr,71.942092406,0.000008600
72Mn,71.988009,0.000644
72Ni,71.941785924,0.000002401
72Rb,71.958851,0.000537
72Se,71.927140506,0.000002100
72Zn,71.926842806,0.000002300
73As,72.923829086,0.000004136
73Br,72.931673441,0.000007237
73Co,72.959238,0.000322
73Cu,72.936674376,0.000002084
73Fe,72.974246,0.000537
73Ga,72.92517468,0.000001800
73Ge,72.923458954,0.000000061
73Kr,72.939289193,0.000007061
73Mn,72.992807,0.000644
73Ni,72.946206681,0.000002601
73Rb,72.950604506,0.000043794
73Se,72.926754881,0.000007969
73Sr,72.9657,0.000430
73Zn,72.92958258,0.000002000
74As,73.923928596,0.000001817
74Br,73.929910279,0.000006264
74Co,73.963993,0.000429
74Cu,73.93987486,0.000006600
74Fe,73.977821,0.000537
74Ga,73.926945725,0.000003214
74Ge,73.92117776,0.000000013
74Kr,73.933084016,0.000002161
74Ni,73.947718,0.000215
74Rb,73.944265867,0.000003249
74Se,73.922475933,0.000000015
74Sr,73.95617,0.000107
74Zn,73.92940726,0.000002700
75As,74.921594562,0.000000948
75Br,74.925810566,0.000004600
75Co,74.967192,0.000429
75Cu,74.941523817,0.000000770
75Fe,74.984219,0.000644
75Ga,74.926504484,0.000000720
75Ge,74.92285837,0.000000055
75Kr,74.930945744,0.000008700
75Ni,74.952506,0.000215
75Rb,74.9385732,0.000001266
75Se,74.92252287,0.000000078
75Sr,74.949952767,0.000236183
75Y,74.96584,0.000322
75Zn,74.932840244,0.000002100
76As,75.922392011,0.000000951
76Br,75.924541574,0.000010007
76Co,75.972453,0.000537
76Cu,75.945268974,0.000000980
76Fe,75.988631,0.000644
76Ga,75.928827624,0.000002100
76Ge,75.921402725,0.000000019
76Kr,75.925910743,0.000004308
76Ni,75.954707,0.000322
76Rb,75.935073031,0.000001006
76Se,75.919213702,0.000000017
76Sr,75.94176276,0.000037000
76Y,75.958937,0.000322
76Zn,75.933114956,0.000001562
77As,76.920647555,0.000001816
77Br,76.921379193,0.000003017
77Co,76.976479,0.000644
77Cu,76.947543599,0.000001300
77Ga,76.929154299,0.000002600
77Ge,76.923549843,0.000000056
77Kr,76.924669999,0.000002100
77Ni,76.959903,0.000429
77Rb,76.930401599,0.000001400
77Se,76.91991415,0.000000067
77Sr,76.937945454,0.000008500
77Y,76.950146,0.000218
77Zn,76.936887197,0.000002117
77Zr,76.966076,0.000429
78As,77.921827771,0.000010498
78Br,77.921145858,0.000003842
78Co,77.983553,0.000751
78Cu,77.951916524,0.000014312
78Ga,77.931610854,0.000001127
78Ge,77.922852911,0.000003795
78Kr,77.920366341,0.000000329
78Ni,77.962555,0.000429
78Rb,77.928141866,0.000003475
78Se,77.917309244,0.000000191
78Sr,77.932179979,0.000008000
78Y,77.94399,0.000320
78Zn,77.938289204,0.000002086
78Zr,77.956146,0.000429
79As,78.920948419,0.000005716
79Br,78.918337574,0.000001074
79Cu,78.9544731,0.000112700
79Ga,78.932851582,0.000001296
79Ge,78.925359506,0.000039893
79Kr,78.920082919,0.000003736
79Nb,78.966022,0.000537
79Ni,78.969769,0.000537
79Rb,78.923990095,0.000002085
79Se,78.918499252,0.000000238
79Sr,78.929704692,0.000007967
79Y,78.937946,0.000086000
79Zn,78.942638067,0.000002388
79Zr,78.94979,0.000322
7B,7.029712,0.000027000
7Be,7.016928714,0.000000076
7H,7.052749,0.001078
7He,7.027990652,0.000008115
7Li,7.01600343426,0.00000000450
80As,79.92247444,0.000003578
80Br,79.918529784,0.000001065
80Cu,79.960623,0.000322
80Ga,79.936420773,0.000003103
80Ge,79.925350773,0.000002205
80Kr,79.91637794,0.000000745
80Nb,79.958754,0.000429
80Ni,79.975051,0.000644
80Rb,79.922516442,0.000002000
80Se,79.916521761,0.000001016
80Sr,79.924517538,0.000003718
80Y,79.93435475,0.000006701
80Zn,79.944552929,0.000002774
80Zr,79.941213,0.000322
81As,80.922132288,0.000002838
81Br,80.916288197,0.000001049
81Cu,80.965743,0.000322
81Ga,80.938133841,0.000003503
81Ge,80.928832941,0.000002205
81Kr,80.916589703,0.000001152
81Mo,80.966226,0.000537
81Nb,80.95023,0.000429
81Ni,80.982727,0.000751
81Rb,80.9189939,0.000005265
81Se,80.917993019,0.000001049
81Sr,80.923211393,0.000003358
81Y,80.929454283,0.000005802
81Zn,80.950402617,0.000005400
81Zr,80.938245,0.000099000
82As,81.924738731,0.000004003
82Br,81.916801752,0.000001042
82Cu,81.972378,0.000429
82Ga,81.943176531,0.000002604
82Ge,81.929774031,0.000002405
82Kr,81.91348115368,0.00000000591
82Mo,81.956661,0.000429
82Nb,81.94438,0.000322
82Ni,81.988492,0.000859
82Rb,81.918209023,0.000003230
82Se,81.916699531,0.000000500
82Sr,81.918399845,0.000006432
82Y,81.926930189,0.000005902
82Zn,81.954574097,0.000003300
82Zr,81.931707497,0.000001700
83As,82.9252069,0.000003004
83Br,82.915175285,0.000004073
83Cu,82.97811,0.000537
83Ga,82.9471203,0.000002804
83Ge,82.9345391,0.000002604
83Kr,82.914126516,0.000000009
83Mo,82.950252,0.000430
83Nb,82.93815,0.000174000
83Rb,82.915114181,0.000002500
83Se,82.919118604,0.000003259
83Sr,82.917554372,0.000007336
83Tc,82.966377,0.000537
83Y,82.922484026,0.000020000
83Zn,82.961041,0.000322
83Zr,82.929240926,0.000006902
84As,83.92930329,0.000003403
84Br,83.916496417,0.000027622
84Cu,83.985271,0.000537
84Ga,83.952663,0.000032000
84Ge,83.93757509,0.000003403
84Kr,83.91149772708,0.00000000410
84Mo,83.941846,0.000320
84Nb,83.934305711,0.000000430
84Rb,83.914375223,0.000002355
84Se,83.918466761,0.000002105
84Sr,83.913419118,0.000001334
84Tc,83.959527,0.000429
84Y,83.92067106,0.000004615
84Zn,83.965829,0.000429
84Zr,83.923325663,0.000005903
85As,84.932163658,0.000003304
85Br,84.915645758,0.000003304
85Ga,84.957333,0.000040000
85Ge,84.942969658,0.000004003
85Kr,84.91252726,0.000002147
85Mo,84.938260736,0.000017000
85Nb,84.928845836,0.000004400
85Rb,84.91178973604,0.00000000537
85Ru,84.967117,0.000537
85Se,84.922260758,0.000002804
85Sr,84.912932041,0.000003020
85Tc,84.950778,0.000429
85Y,84.916433039,0.000020360
85Zn,84.973054,0.000537
85Zr,84.921443199,0.000006902
86As,85.936701532,0.000003703
86Br,85.918805432,0.000003304
86Ga,85.963757,0.000429
86Ge,85.946967,0.000470000
86Kr,85.91061062468,0.00000000399
86Mo,85.931174092,0.000003147
86Nb,85.925781536,0.000005903
86Rb,85.911167443,0.000000214
86Ru,85.957305,0.000429
86Se,85.924311732,0.000002705
86Sr,85.90926072473,0.00000000563
86Tc,85.944637,0.000322
86Y,85.914886095,0.000015182
86Zn,85.978463,0.000537
86Zr,85.916296814,0.000003827
87As,86.940291716,0.000003204
87Br,86.920674016,0.000003404
87Ga,86.969007,0.000537
87Ge,86.953204,0.000322
87Kr,86.913354759,0.000000264
87Mo,86.928196198,0.000003067
87Nb,86.920692473,0.000007302
87Rb,86.909180529,0.000000006
87Ru,86.950907,0.000429
87Se,86.928688616,0.000002405
87Sr,86.90887749454,0.00000000550
87Tc,86.938067185,0.000004500
87Y,86.9108761,0.000001210
87Zr,86.914817338,0.000004450
88As,87.94584,0.000215
88Br,87.92408329,0.000003404
88Ga,87.975963,0.000537
88Ge,87.957574,0.000429
88Kr,87.914447879,0.000002800
88Mo,87.921967779,0.000004100
88Nb,87.918226476,0.000062059
88Rb,87.91131559,0.000000170
88Rh,87.960429,0.000429
88Ru,87.941664,0.000322
88Se,87.93141749,0.000003604
88Sr,87.905612253,0.000000006
88Tc,87.933794211,0.000004400
88Y,87.909501274,0.000001610
88Zr,87.910220715,0.000005800
89As,88.950048,0.000322
89Br,88.926704558,0.000003504
89Ge,88.96453,0.000429
89Kr,88.917835449,0.000002300
89Mo,88.919468149,0.000004200
89Nb,88.913444696,0.000025367
89Rb,88.912278136,0.000005825
89Rh,88.950992,0.000387
89Ru,88.937337849,0.000026000
89Se,88.936669058,0.000004003
89Sr,88.907450808,0.000000098
89Tc,88.927648649,0.000004100
89Y,88.905838156,0.000000363
89Zr,88.908879751,0.000002983
8B,8.024607315,0.000001073
8Be,8.005305102,0.000000037
8C,8.037643039,0.000019584
8He,8.033934388,0.000000095
8Li,8.022486244,0.000000050
90As,89.955995,0.000429
90Br,89.931292848,0.000003604
90Ge,89.969436,0.000537
90Kr,89.919527929,0.000002000
90Mo,89.91393127,0.000003717
90Nb,89.911259201,0.000003561
90Pd,89.95737,0.000429
90Rb,89.914797557,0.000006926
90Rh,89.944569,0.000215
90Ru,89.930344378,0.000004004
90Se,89.940096,0.000354000
90Sr,89.90772787,0.000001555
90Tc,89.924073919,0.000001100
90Y,89.907141749,0.000000379
90Zr,89.904698755,0.000000126
91As,90.960816,0.000429
91Br,90.934398617,0.000003804
91Kr,90.923806309,0.000002400
91Mo,90.91174519,0.000006696
91Nb,90.906990256,0.000003140
91Pd,90.950435,0.000454
91Rb,90.916537261,0.000008375
91Rh,90.937123,0.000320
91Ru,90.92674153,0.000002384
91Se,90.9457,0.000465000
91Sr,90.910195942,0.000005853
91Tc,90.918424972,0.000002536
91Y,90.907298048,0.000001978
91Zr,90.905640205,0.000000101
92Ag,91.95971,0.000429
92As,91.967386,0.000537
92Br,91.939631595,0.000007202
92Kr,91.926173092,0.000002900
92Mo,91.906807153,0.000000168
92Nb,91.90718858,0.000001915
92Pd,91.941192225,0.000370402
92Rb,91.919728477,0.000006573
92Rh,91.932367692,0.000004700
92Ru,91.920234373,0.000002917
92Se,91.94984,0.000429
92Sr,91.911038222,0.000003675
92Tc,91.915269777,0.000003330
92Y,91.908945752,0.000009798
92Zr,91.905035336,0.000000101
93Ag,92.950188,0.000430
93Br,92.94322,0.000462500
93Kr,92.931147172,0.000002700
93Mo,92.906808772,0.000000193
93Nb,92.90637317,0.000001599
93Pd,92.936680426,0.000397221
93Rb,92.922039334,0.000008406
93Rh,92.925912778,0.000002821
93Ru,92.917104442,0.000002216
93Se,92.956135,0.000429
93Sr,92.914024314,0.000008109
93Tc,92.910245147,0.000001086
93Y,92.909578434,0.000011259
93Zr,92.906470661,0.000000489
94Ag,93.943744,0.000429
94Br,93.948846,0.000215
94Cd,93.956586,0.000537
94Kr,93.934140452,0.000013000
94Mo,93.905083586,0.000000151
94Nb,93.907279001,0.000001600
94Pd,93.929036286,0.000004602
94Rb,93.926394819,0.000002177
94Rh,93.92173045,0.000003627
94Ru,93.91134286,0.000003374
94Se,93.96049,0.000537
94Sr,93.915355641,0.000001785
94Tc,93.909652319,0.000004370
94Y,93.911592062,0.000006849
